Temperature,Rainfall,Humidity,Moisture,Crop 
22,87,60,439,Wheat
15,41,60,418,Barley
25,112,32,348,chile
25,313,60,420,Rice
16,126,89,498,Tomato
24,47,60,411,Wheat
5,50,66,423,Barley
19,88,37,373,chile
25,306,70,392,Rice
14,95,75,482,Tomato
23,44,55,425,Wheat
27,46,62,397,Barley
19,107,30,356,chile
23,223,64,424,Rice
13,109,87,456,Tomato
21,92,50,444,Wheat
15,47,65,382,Barley
22,82,40,343,chile
26,229,72,414,Rice
14,140,80,645,Tomato
22,84,53,422,Wheat
27,42,63,405,Barley
18,84,31,325,chile
25,256,61,398,Rice
14,106,86,511,Tomato
21,69,57,424,Wheat
16,40,68,430,Barley
25,80,32,357,chile
22,280,74,414,Rice
16,62,80,469,Tomato
24,74,53,431,Wheat
20,41,60,395,Barley
20,100,31,352,chile
26,312,65,383,Rice
15,107,85,647,Tomato
24,52,53,436,Wheat
5,40,69,423,Barley
19,98,30,382,chile
25,243,67,404,Rice
15,64,84,622,Tomato
21,93,56,404,Wheat
25,50,67,408,Barley
20,95,37,380,chile
25,238,77,392,Rice
13,124,80,523,Tomato
22,48,54,450,Wheat
9,48,65,391,Barley
26,101,35,335,chile
22,203,76,415,Rice
15,134,76,536,Tomato
24,49,52,426,Wheat
20,45,64,429,Barley
20,114,36,342,chile
21,236,68,413,Rice
16,61,82,513,Tomato
23,57,60,440,Wheat
6,41,61,422,Barley
25,86,35,320,chile
22,207,61,384,Rice
14,76,88,458,Tomato
23,45,55,414,Wheat
17,45,61,418,Barley
23,102,39,350,chile
21,308,62,388,Rice
16,103,88,493,Tomato
21,40,50,446,Wheat
27,47,66,430,Barley
26,120,40,351,chile
25,350,62,409,Rice
14,69,90,466,Tomato
22,99,58,429,Wheat
12,40,68,385,Barley
21,81,37,355,chile
22,304,62,427,Rice
16,139,82,499,Tomato
24,76,52,406,Wheat
12,41,66,380,Barley
22,111,31,323,chile
27,350,78,392,Rice
16,82,90,603,Tomato
22,46,57,422,Wheat
8,44,65,386,Barley
19,84,40,349,chile
23,234,75,415,Rice
15,63,84,622,Tomato
23,90,53,428,Wheat
27,50,67,381,Barley
19,117,40,377,chile
24,206,65,406,Rice
16,115,75,546,Tomato
21,47,51,407,Wheat
9,48,61,387,Barley
24,92,30,355,chile
26,333,64,400,Rice
16,101,86,523,Tomato
23,65,56,400,Wheat
12,50,62,401,Barley
23,99,36,393,chile
26,194,62,428,Rice
13,76,78,546,Tomato
22,95,51,448,Wheat
22,50,67,393,Barley
19,113,40,334,chile
23,191,68,388,Rice
16,129,83,468,Tomato
22,79,51,430,Wheat
19,45,61,385,Barley
25,112,34,328,chile
25,253,76,430,Rice
15,114,80,474,Tomato
22,91,59,423,Wheat
20,40,64,423,Barley
18,98,32,328,chile
27,339,64,417,Rice
16,67,90,606,Tomato
22,47,52,424,Wheat
22,41,69,407,Barley
23,83,32,309,chile
22,208,63,429,Rice
13,103,82,577,Tomato
23,64,58,416,Wheat
21,50,64,397,Barley
22,115,33,313,chile
22,237,65,413,Rice
14,100,80,481,Tomato
23,83,55,411,Wheat
19,39,61,417,Barley
20,106,32,341,chile
25,201,63,414,Rice
14,145,84,548,Tomato
23,30,54,418,Wheat
6,45,60,403,Barley
18,106,39,302,chile
23,280,66,404,Rice
13,105,75,625,Tomato
21,61,59,439,Wheat
11,48,61,413,Barley
22,100,40,393,chile
21,245,74,393,Rice
13,121,87,548,Tomato
24,95,58,410,Wheat
20,49,60,399,Barley
21,108,36,354,chile
23,223,72,395,Rice
15,142,82,518,Tomato
21,97,52,425,Wheat
6,45,66,430,Barley
26,98,31,362,chile
25,299,70,409,Rice
15,78,83,457,Tomato
21,47,52,400,Wheat
11,42,67,380,Barley
25,97,39,304,chile
23,245,61,388,Rice
15,106,80,518,Tomato
23,40,60,433,Wheat
17,39,63,381,Barley
23,99,37,310,chile
21,349,79,409,Rice
15,96,87,455,Tomato
24,93,52,407,Wheat
22,44,61,406,Barley
19,82,32,364,chile
24,311,66,426,Rice
16,60,80,507,Tomato
21,36,60,427,Wheat
16,47,69,418,Barley
24,100,33,352,chile
25,305,80,428,Rice
15,77,82,609,Tomato
22,57,56,415,Wheat
16,45,62,386,Barley
26,95,31,315,chile
24,245,67,406,Rice
15,127,81,579,Tomato
21,63,52,419,Wheat
26,39,65,400,Barley
22,115,33,329,chile
24,223,75,408,Rice
15,148,75,563,Tomato
21,79,60,409,Wheat
17,45,64,410,Barley
24,105,35,367,chile
24,343,77,396,Rice
13,125,79,561,Tomato
22,41,57,450,Wheat
23,45,64,411,Barley
18,80,30,319,chile
22,185,62,425,Rice
16,64,80,632,Tomato
23,81,51,412,Wheat
17,44,63,383,Barley
26,82,34,322,chile
24,314,78,425,Rice
13,132,75,577,Tomato
22,73,51,441,Wheat
12,45,69,409,Barley
21,101,36,300,chile
26,183,74,385,Rice
14,107,82,544,Tomato
22,79,57,437,Wheat
11,41,62,419,Barley
21,93,33,392,chile
26,337,61,398,Rice
13,136,80,563,Tomato
23,41,55,400,Wheat
21,49,67,391,Barley
18,112,33,350,chile
21,298,73,429,Rice
15,64,81,454,Tomato
23,52,52,449,Wheat
11,41,68,408,Barley
25,88,37,340,chile
27,222,78,428,Rice
14,144,87,613,Tomato
22,55,52,419,Wheat
16,46,60,382,Barley
18,108,33,368,chile
24,255,76,400,Rice
16,90,87,555,Tomato
22,93,53,428,Wheat
18,49,69,428,Barley
19,86,38,388,chile
22,260,65,400,Rice
14,124,83,611,Tomato
23,88,55,446,Wheat
21,45,61,399,Barley
19,86,30,305,chile
22,202,62,397,Rice
14,150,75,583,Tomato
22,88,56,410,Wheat
18,49,67,399,Barley
23,81,31,368,chile
22,291,74,426,Rice
16,102,87,553,Tomato
23,80,57,400,Wheat
15,48,64,385,Barley
26,110,35,399,chile
21,293,78,392,Rice
13,98,82,547,Tomato
21,79,50,422,Wheat
9,46,69,428,Barley
21,90,32,317,chile
27,206,66,420,Rice
16,72,84,598,Tomato
22,56,54,431,Wheat
19,40,64,420,Barley
25,103,37,392,chile
23,314,73,390,Rice
14,142,84,631,Tomato
21,69,59,436,Wheat
18,50,60,411,Barley
21,109,30,329,chile
24,288,79,409,Rice
16,82,76,609,Tomato
21,48,58,420,Wheat
18,43,64,419,Barley
21,99,35,313,chile
25,185,62,421,Rice
14,108,76,518,Tomato
23,77,51,403,Wheat
27,40,70,429,Barley
18,88,35,340,chile
26,183,79,399,Rice
14,119,86,461,Tomato
22,38,58,442,Wheat
20,50,67,390,Barley
20,85,31,305,chile
22,268,77,396,Rice
14,150,86,548,Tomato
24,51,51,404,Wheat
22,41,61,380,Barley
25,96,34,318,chile
27,318,79,397,Rice
16,64,80,575,Tomato
22,51,55,410,Wheat
21,40,61,423,Barley
26,82,31,311,chile
21,320,79,383,Rice
14,87,88,600,Tomato
24,79,57,442,Wheat
6,47,65,422,Barley
26,117,30,371,chile
22,316,78,398,Rice
15,103,88,497,Tomato
24,47,51,430,Wheat
21,48,64,383,Barley
21,97,36,377,chile
24,309,69,421,Rice
16,75,76,563,Tomato
21,99,50,408,Wheat
25,50,65,416,Barley
22,101,39,342,chile
22,273,76,429,Rice
15,149,85,608,Tomato
21,60,57,436,Wheat
13,50,66,400,Barley
19,91,36,304,chile
23,255,71,407,Rice
16,67,78,614,Tomato
24,91,60,420,Wheat
19,41,62,416,Barley
18,94,31,346,chile
21,262,67,404,Rice
15,116,82,472,Tomato
22,48,55,441,Wheat
22,46,63,392,Barley
24,100,34,364,chile
27,219,60,417,Rice
15,103,86,546,Tomato
23,50,52,431,Wheat
16,45,66,380,Barley
21,96,36,400,chile
24,267,65,396,Rice
14,110,90,477,Tomato
21,80,51,425,Wheat
10,47,67,391,Barley
23,118,36,343,chile
24,336,74,409,Rice
15,143,85,549,Tomato
21,42,54,436,Wheat
26,43,66,394,Barley
22,103,30,341,chile
21,231,61,394,Rice
15,139,79,644,Tomato
22,84,57,407,Wheat
15,46,66,409,Barley
24,98,38,312,chile
24,298,65,391,Rice
16,113,88,493,Tomato
24,41,58,425,Wheat
14,50,63,399,Barley
21,97,38,303,chile
22,293,78,428,Rice
16,137,79,483,Tomato
24,57,50,428,Wheat
26,46,65,381,Barley
21,95,34,333,chile
23,314,66,390,Rice
14,75,78,615,Tomato
23,40,53,441,Wheat
11,45,60,404,Barley
25,106,39,357,chile
25,185,78,427,Rice
13,105,78,497,Tomato
21,34,54,411,Wheat
14,45,69,392,Barley
20,88,40,373,chile
26,252,73,427,Rice
15,116,78,553,Tomato
24,73,53,437,Wheat
10,42,65,409,Barley
26,107,38,340,chile
25,175,71,411,Rice
16,69,79,579,Tomato
21,39,59,444,Wheat
14,47,61,390,Barley
19,95,39,390,chile
25,266,70,412,Rice
13,104,85,649,Tomato
24,60,50,426,Wheat
26,46,69,399,Barley
19,88,31,302,chile
21,278,65,424,Rice
13,139,86,569,Tomato
23,97,56,418,Wheat
6,46,63,425,Barley
18,103,32,300,chile
25,296,65,392,Rice
16,108,86,510,Tomato
23,98,57,418,Wheat
18,49,66,412,Barley
22,115,36,396,chile
24,257,71,392,Rice
15,131,79,591,Tomato
21,71,53,416,Wheat
9,50,66,391,Barley
25,112,30,302,chile
22,192,72,429,Rice
13,60,80,525,Tomato
22,64,51,447,Wheat
6,40,65,391,Barley
24,98,39,383,chile
22,242,71,430,Rice
13,60,78,456,Tomato
22,98,54,416,Wheat
7,42,65,383,Barley
22,95,32,392,chile
26,347,63,414,Rice
14,93,81,539,Tomato
23,55,59,443,Wheat
10,46,69,398,Barley
22,113,30,376,chile
27,213,67,384,Rice
14,109,82,559,Tomato
22,50,56,412,Wheat
8,43,66,395,Barley
23,91,30,344,chile
23,322,75,415,Rice
13,139,80,456,Tomato
22,56,53,423,Wheat
13,48,69,386,Barley
19,111,35,307,chile
24,234,61,392,Rice
13,146,90,579,Tomato
24,42,51,408,Wheat
8,39,68,398,Barley
23,103,32,310,chile
25,321,79,419,Rice
13,108,90,519,Tomato
21,69,55,413,Wheat
17,39,70,388,Barley
26,86,36,319,chile
26,216,63,423,Rice
16,112,90,496,Tomato
24,40,56,427,Wheat
9,45,62,399,Barley
21,110,32,364,chile
25,321,76,387,Rice
15,121,82,492,Tomato
23,43,51,441,Wheat
13,41,68,387,Barley
22,86,40,361,chile
21,235,71,411,Rice
15,61,86,491,Tomato
21,54,51,448,Wheat
19,48,62,395,Barley
18,101,40,335,chile
25,200,73,406,Rice
15,62,76,600,Tomato
22,85,53,411,Wheat
16,46,65,404,Barley
25,106,40,304,chile
23,251,60,386,Rice
15,62,86,463,Tomato
23,58,50,447,Wheat
9,46,61,395,Barley
20,97,39,353,chile
21,294,71,397,Rice
15,131,82,455,Tomato
24,86,54,428,Wheat
10,39,70,386,Barley
24,91,37,395,chile
23,220,68,404,Rice
13,98,82,529,Tomato
23,92,56,403,Wheat
10,42,64,409,Barley
23,101,40,313,chile
21,214,66,395,Rice
13,66,83,531,Tomato
21,42,56,441,Wheat
11,44,60,401,Barley
20,101,39,400,chile
21,332,79,412,Rice
16,129,90,592,Tomato
24,77,50,444,Wheat
9,45,66,404,Barley
19,111,36,358,chile
26,287,71,395,Rice
14,144,89,557,Tomato
24,52,57,407,Wheat
11,40,69,428,Barley
21,88,34,303,chile
22,179,72,427,Rice
16,79,78,611,Tomato
24,92,52,442,Wheat
20,39,67,399,Barley
25,85,39,365,chile
25,185,62,408,Rice
15,117,84,592,Tomato
23,49,58,427,Wheat
6,46,64,397,Barley
24,92,40,325,chile
26,208,66,413,Rice
14,67,75,535,Tomato
23,32,52,416,Wheat
9,42,62,390,Barley
21,80,34,392,chile
26,313,63,395,Rice
16,111,84,455,Tomato
23,98,60,429,Wheat
11,47,70,417,Barley
23,88,33,359,chile
21,182,76,416,Rice
15,124,81,597,Tomato
22,44,56,402,Wheat
21,45,68,416,Barley
20,94,35,304,chile
26,199,66,387,Rice
16,127,84,464,Tomato
24,45,59,437,Wheat
14,44,70,420,Barley
22,101,30,394,chile
24,284,65,398,Rice
13,128,79,650,Tomato
24,62,60,402,Wheat
20,47,61,390,Barley
22,80,38,377,chile
22,214,64,403,Rice
15,79,81,515,Tomato
24,53,50,404,Wheat
9,50,60,428,Barley
25,117,30,339,chile
26,276,78,416,Rice
16,148,90,471,Tomato
22,92,51,420,Wheat
8,39,67,408,Barley
18,109,40,353,chile
22,207,64,388,Rice
14,137,90,572,Tomato
22,82,59,405,Wheat
19,48,66,381,Barley
25,88,32,379,chile
27,197,80,411,Rice
16,117,79,558,Tomato
22,67,54,414,Wheat
26,47,67,427,Barley
24,116,38,325,chile
24,350,68,395,Rice
14,87,86,525,Tomato
23,73,58,440,Wheat
23,43,67,382,Barley
20,93,38,349,chile
25,342,75,418,Rice
16,62,83,522,Tomato
23,73,50,423,Wheat
16,49,63,405,Barley
19,102,38,342,chile
24,273,74,410,Rice
16,100,89,611,Tomato
24,87,60,449,Wheat
20,48,66,382,Barley
26,83,35,388,chile
25,205,67,391,Rice
15,64,81,455,Tomato
23,84,55,426,Wheat
21,47,66,382,Barley
19,114,30,324,chile
21,241,79,399,Rice
14,108,89,595,Tomato
23,76,58,410,Wheat
18,46,68,422,Barley
26,80,35,340,chile
25,214,70,415,Rice
14,107,82,505,Tomato
24,66,57,428,Wheat
6,43,64,426,Barley
20,97,38,329,chile
27,216,77,412,Rice
14,106,76,524,Tomato
23,40,52,437,Wheat
26,40,64,381,Barley
22,86,35,351,chile
26,217,80,429,Rice
16,123,80,561,Tomato
24,35,59,433,Wheat
27,45,65,391,Barley
24,86,40,397,chile
21,260,61,430,Rice
14,103,80,521,Tomato
22,72,58,443,Wheat
9,47,65,408,Barley
24,90,33,346,chile
27,257,61,388,Rice
14,63,80,469,Tomato
23,78,60,450,Wheat
11,39,70,428,Barley
25,104,35,337,chile
22,233,74,402,Rice
15,86,75,548,Tomato
21,30,57,422,Wheat
17,41,66,390,Barley
26,102,39,375,chile
27,199,64,394,Rice
15,80,76,536,Tomato
21,55,59,428,Wheat
7,48,64,416,Barley
22,103,31,303,chile
26,195,65,393,Rice
14,112,89,626,Tomato
21,56,50,405,Wheat
7,41,67,420,Barley
24,110,32,355,chile
26,193,63,419,Rice
15,90,82,641,Tomato
21,73,56,432,Wheat
22,41,63,395,Barley
19,115,36,319,chile
26,250,67,399,Rice
14,85,81,473,Tomato
21,85,55,402,Wheat
6,45,60,416,Barley
21,101,30,383,chile
23,257,77,385,Rice
14,136,77,570,Tomato
22,82,51,410,Wheat
7,40,64,408,Barley
19,94,33,383,chile
22,225,73,429,Rice
16,115,86,504,Tomato
21,74,53,412,Wheat
12,49,62,392,Barley
19,88,32,378,chile
23,200,67,419,Rice
14,127,88,451,Tomato
24,65,59,433,Wheat
25,41,61,411,Barley
26,94,32,310,chile
26,195,74,411,Rice
14,129,80,531,Tomato
21,74,55,400,Wheat
5,40,65,386,Barley
24,92,38,333,chile
25,209,67,419,Rice
16,137,86,456,Tomato
22,85,58,402,Wheat
21,47,64,392,Barley
22,85,33,304,chile
26,349,76,407,Rice
15,145,87,450,Tomato
22,45,60,433,Wheat
21,50,69,394,Barley
18,85,32,329,chile
27,320,72,406,Rice
13,98,78,593,Tomato
23,47,58,421,Wheat
11,43,60,417,Barley
21,120,33,315,chile
26,221,80,416,Rice
13,86,89,547,Tomato
24,57,56,405,Wheat
26,41,61,403,Barley
25,90,30,372,chile
22,201,60,404,Rice
13,149,90,534,Tomato
23,31,53,443,Wheat
10,43,67,424,Barley
19,113,32,359,chile
24,268,78,401,Rice
16,146,89,570,Tomato
22,90,50,437,Wheat
13,41,65,380,Barley
26,98,30,312,chile
21,185,75,391,Rice
16,82,84,495,Tomato
23,93,57,431,Wheat
24,46,67,396,Barley
25,93,33,334,chile
21,227,73,403,Rice
13,60,81,606,Tomato
23,86,55,440,Wheat
14,46,70,396,Barley
26,83,32,329,chile
27,234,77,402,Rice
16,145,82,504,Tomato
22,60,59,409,Wheat
27,49,62,388,Barley
21,88,38,306,chile
22,350,64,408,Rice
13,149,87,467,Tomato
22,73,52,443,Wheat
13,46,64,424,Barley
21,105,32,385,chile
24,329,69,420,Rice
16,62,81,462,Tomato
24,67,52,424,Wheat
16,50,70,408,Barley
22,119,31,323,chile
27,237,77,427,Rice
15,122,90,500,Tomato
23,75,59,422,Wheat
10,43,68,410,Barley
20,101,35,363,chile
26,324,72,411,Rice
14,147,83,507,Tomato
21,60,54,406,Wheat
14,50,61,392,Barley
23,81,39,388,chile
25,329,74,422,Rice
13,136,89,597,Tomato
24,42,59,403,Wheat
22,39,66,385,Barley
24,107,33,360,chile
21,335,73,412,Rice
15,111,85,605,Tomato
21,95,57,409,Wheat
15,42,62,418,Barley
18,92,38,307,chile
24,311,60,390,Rice
16,137,78,575,Tomato
24,63,53,419,Wheat
25,45,68,399,Barley
26,80,37,344,chile
21,247,68,405,Rice
16,89,79,603,Tomato
23,49,58,414,Wheat
13,40,69,393,Barley
24,101,37,300,chile
23,186,69,410,Rice
15,138,89,636,Tomato
21,36,52,449,Wheat
22,42,64,380,Barley
25,111,34,349,chile
22,205,69,410,Rice
13,87,78,488,Tomato
24,78,53,421,Wheat
25,41,62,400,Barley
20,109,34,329,chile
22,344,72,406,Rice
13,62,77,633,Tomato
23,79,55,416,Wheat
26,45,61,421,Barley
24,94,38,366,chile
27,317,60,408,Rice
16,124,80,580,Tomato
23,88,60,400,Wheat
7,41,61,390,Barley
21,89,32,374,chile
23,271,61,399,Rice
14,148,75,586,Tomato
22,37,59,436,Wheat
9,48,62,424,Barley
20,86,33,390,chile
22,230,68,391,Rice
15,113,85,634,Tomato
23,44,51,440,Wheat
7,49,66,390,Barley
24,99,32,377,chile
27,326,80,406,Rice
14,114,85,505,Tomato
22,50,56,433,Wheat
13,49,67,398,Barley
20,97,36,377,chile
24,178,64,407,Rice
14,97,88,596,Tomato
24,98,50,422,Wheat
19,41,68,419,Barley
25,84,30,358,chile
27,221,72,396,Rice
16,140,76,621,Tomato
23,62,57,411,Wheat
12,49,70,396,Barley
26,107,32,377,chile
23,270,62,428,Rice
13,113,81,608,Tomato
21,95,54,409,Wheat
19,49,68,400,Barley
20,110,34,399,chile
26,177,62,393,Rice
15,84,75,607,Tomato
21,64,50,435,Wheat
8,47,61,387,Barley
25,100,34,396,chile
23,178,71,405,Rice
13,65,75,508,Tomato
24,91,51,443,Wheat
15,50,66,402,Barley
25,104,33,325,chile
25,345,68,386,Rice
16,148,79,615,Tomato
21,84,53,418,Wheat
18,50,62,405,Barley
19,80,31,371,chile
25,288,61,429,Rice
15,121,88,484,Tomato
22,50,56,425,Wheat
21,46,63,390,Barley
21,115,34,378,chile
21,185,80,418,Rice
15,109,88,524,Tomato
24,87,58,447,Wheat
17,46,62,410,Barley
26,86,30,363,chile
24,296,73,417,Rice
14,81,87,528,Tomato
22,30,55,443,Wheat
17,45,68,412,Barley
24,115,31,335,chile
27,238,69,395,Rice
13,78,86,479,Tomato
22,83,50,422,Wheat
5,48,70,391,Barley
25,83,32,398,chile
22,283,62,412,Rice
15,117,80,641,Tomato
21,70,58,429,Wheat
24,39,69,391,Barley
26,86,33,362,chile
27,275,61,420,Rice
15,79,85,623,Tomato
22,48,52,402,Wheat
11,47,68,392,Barley
25,98,38,356,chile
27,314,64,428,Rice
13,94,85,514,Tomato
23,72,53,420,Wheat
6,43,65,383,Barley
24,102,39,376,chile
27,314,67,419,Rice
16,101,80,610,Tomato
24,43,60,411,Wheat
18,50,67,384,Barley
19,119,33,374,chile
27,242,80,390,Rice
14,95,82,594,Tomato
24,42,59,416,Wheat
12,45,69,384,Barley
19,97,33,303,chile
24,330,78,417,Rice
16,70,78,532,Tomato
21,79,59,419,Wheat
6,49,62,384,Barley
18,104,38,314,chile
26,292,62,391,Rice
14,125,81,610,Tomato
23,42,57,443,Wheat
22,41,66,415,Barley
21,97,31,349,chile
24,334,60,411,Rice
14,145,87,521,Tomato
21,39,55,405,Wheat
19,45,61,426,Barley
26,102,40,374,chile
26,186,62,430,Rice
16,150,75,481,Tomato
24,93,55,442,Wheat
16,39,68,422,Barley
20,90,33,350,chile
21,289,77,399,Rice
14,103,88,502,Tomato
24,64,51,438,Wheat
24,45,65,427,Barley
19,112,33,354,chile
27,205,71,418,Rice
16,125,76,557,Tomato
24,45,59,433,Wheat
14,39,60,418,Barley
19,81,31,372,chile
24,345,66,401,Rice
13,118,87,599,Tomato
21,87,50,444,Wheat
21,46,69,429,Barley
18,110,35,388,chile
21,259,79,404,Rice
13,132,79,629,Tomato
24,55,53,405,Wheat
24,43,67,382,Barley
18,92,34,320,chile
26,219,63,383,Rice
16,62,78,587,Tomato
23,52,54,447,Wheat
23,41,68,396,Barley
21,118,32,312,chile
26,306,69,402,Rice
14,148,77,528,Tomato
24,66,53,437,Wheat
26,39,60,425,Barley
18,101,33,373,chile
27,343,62,429,Rice
15,119,84,631,Tomato
22,73,58,416,Wheat
24,40,67,397,Barley
24,87,37,349,chile
22,301,77,403,Rice
16,113,89,564,Tomato
23,72,50,409,Wheat
21,45,64,405,Barley
24,92,33,350,chile
21,222,75,404,Rice
15,86,90,563,Tomato
21,83,59,445,Wheat
20,50,62,399,Barley
19,95,37,324,chile
23,179,69,406,Rice
16,94,81,598,Tomato
23,92,52,401,Wheat
15,39,61,395,Barley
22,107,35,335,chile
24,294,63,422,Rice
14,86,77,598,Tomato
21,92,54,402,Wheat
17,48,65,405,Barley
23,114,31,361,chile
24,297,75,396,Rice
14,65,82,497,Tomato
22,78,59,446,Wheat
25,49,64,381,Barley
25,85,39,361,chile
22,332,67,387,Rice
14,117,88,592,Tomato
21,33,57,429,Wheat
8,40,67,392,Barley
26,87,32,302,chile
24,230,66,392,Rice
15,102,84,519,Tomato
24,36,58,440,Wheat
24,40,70,382,Barley
24,104,35,363,chile
23,177,63,425,Rice
15,119,88,611,Tomato
22,84,60,403,Wheat
20,43,66,386,Barley
19,100,37,338,chile
24,256,78,396,Rice
16,137,77,539,Tomato
24,78,54,429,Wheat
6,48,61,424,Barley
20,88,32,302,chile
27,182,71,419,Rice
16,140,83,568,Tomato
21,61,60,424,Wheat
13,50,60,393,Barley
22,118,39,373,chile
22,273,62,413,Rice
14,98,89,521,Tomato
24,32,50,450,Wheat
18,45,61,413,Barley
19,111,31,361,chile
24,314,77,405,Rice
16,62,90,571,Tomato
21,90,57,415,Wheat
16,45,65,416,Barley
25,114,35,316,chile
23,290,72,385,Rice
13,87,80,567,Tomato
21,71,52,405,Wheat
11,44,61,418,Barley
22,83,39,385,chile
25,219,76,410,Rice
14,129,90,530,Tomato
22,71,59,449,Wheat
8,48,67,396,Barley
26,88,39,332,chile
21,213,73,423,Rice
15,75,89,597,Tomato
22,97,50,415,Wheat
13,44,70,381,Barley
23,106,36,354,chile
27,280,73,385,Rice
14,66,76,552,Tomato
22,83,54,400,Wheat
7,44,70,385,Barley
18,82,40,307,chile
24,285,78,419,Rice
14,85,84,484,Tomato
22,45,57,416,Wheat
14,41,63,400,Barley
20,81,34,354,chile
27,321,76,388,Rice
14,141,84,645,Tomato
21,54,56,442,Wheat
11,49,62,389,Barley
26,90,38,386,chile
23,187,78,385,Rice
14,105,80,568,Tomato
21,84,58,415,Wheat
6,40,67,429,Barley
22,97,39,367,chile
21,203,79,415,Rice
13,65,83,528,Tomato
22,56,52,423,Wheat
9,39,66,399,Barley
25,87,30,305,chile
22,322,74,406,Rice
15,86,86,524,Tomato
22,60,56,415,Wheat
11,47,69,399,Barley
24,99,38,301,chile
27,258,65,420,Rice
14,73,77,577,Tomato
24,100,57,418,Wheat
10,45,64,395,Barley
21,109,37,312,chile
24,256,79,395,Rice
14,99,90,566,Tomato
21,44,59,407,Wheat
23,43,63,400,Barley
24,93,32,323,chile
27,258,69,385,Rice
13,116,80,535,Tomato
23,88,59,432,Wheat
19,42,61,392,Barley
19,89,33,329,chile
23,264,67,394,Rice
16,109,80,457,Tomato
24,98,58,428,Wheat
23,49,64,429,Barley
20,118,32,395,chile
24,250,67,418,Rice
14,140,77,458,Tomato
24,32,56,444,Wheat
13,42,63,391,Barley
23,93,35,304,chile
24,176,75,387,Rice
14,110,82,464,Tomato
24,35,56,403,Wheat
16,42,60,410,Barley
23,81,38,303,chile
26,280,62,397,Rice
13,116,89,466,Tomato
24,31,58,406,Wheat
6,48,69,382,Barley
19,98,30,307,chile
22,275,74,387,Rice
15,134,77,548,Tomato
22,68,55,448,Wheat
19,50,65,392,Barley
21,86,34,395,chile
21,217,60,399,Rice
16,147,83,479,Tomato
22,99,53,405,Wheat
25,47,69,404,Barley
24,106,34,328,chile
24,272,80,389,Rice
15,130,85,637,Tomato
22,66,58,434,Wheat
12,50,65,384,Barley
26,81,38,384,chile
24,271,64,389,Rice
16,71,84,577,Tomato
21,99,55,416,Wheat
8,40,60,391,Barley
26,110,32,360,chile
27,249,78,420,Rice
14,82,84,619,Tomato
24,79,51,438,Wheat
19,41,61,413,Barley
23,105,30,312,chile
23,209,67,396,Rice
15,132,85,483,Tomato
24,55,57,418,Wheat
20,49,66,426,Barley
21,91,38,331,chile
22,310,79,410,Rice
13,106,81,570,Tomato
23,67,54,435,Wheat
18,48,64,421,Barley
21,97,31,378,chile
21,325,77,417,Rice
14,65,85,510,Tomato
24,59,51,409,Wheat
14,45,60,385,Barley
25,98,33,307,chile
22,240,79,404,Rice
15,140,90,624,Tomato
23,64,60,446,Wheat
20,48,62,395,Barley
19,95,35,400,chile
25,317,75,387,Rice
14,126,90,486,Tomato
22,77,54,430,Wheat
18,48,61,392,Barley
18,117,30,301,chile
23,251,78,419,Rice
16,126,84,646,Tomato
23,41,56,425,Wheat
12,47,66,385,Barley
22,89,38,343,chile
26,217,78,409,Rice
15,70,80,491,Tomato
22,86,60,411,Wheat
7,45,64,401,Barley
20,110,39,340,chile
24,182,74,427,Rice
15,65,82,473,Tomato
21,40,50,404,Wheat
14,49,67,403,Barley
18,89,33,375,chile
24,225,61,383,Rice
14,117,83,559,Tomato
21,58,52,424,Wheat
8,46,67,387,Barley
24,105,32,354,chile
26,320,80,430,Rice
16,134,81,515,Tomato
23,57,58,400,Wheat
7,43,65,390,Barley
20,116,31,371,chile
21,187,60,424,Rice
16,83,90,596,Tomato
22,66,51,430,Wheat
27,47,64,401,Barley
23,101,30,385,chile
21,314,77,401,Rice
13,115,88,629,Tomato
22,94,53,415,Wheat
23,44,60,420,Barley
22,101,35,305,chile
23,230,71,413,Rice
14,132,85,604,Tomato
24,49,57,424,Wheat
20,47,66,385,Barley
18,105,37,394,chile
27,314,67,402,Rice
16,68,83,638,Tomato
24,95,54,440,Wheat
6,42,63,389,Barley
26,106,37,356,chile
24,251,76,386,Rice
14,82,89,610,Tomato
22,84,57,430,Wheat
20,47,70,420,Barley
20,109,35,338,chile
24,218,70,425,Rice
16,75,77,547,Tomato
24,50,52,420,Wheat
9,49,70,406,Barley
18,103,36,304,chile
26,196,76,400,Rice
15,70,85,631,Tomato
23,55,54,423,Wheat
16,46,66,392,Barley
19,117,36,332,chile
27,330,68,402,Rice
13,110,76,455,Tomato
24,52,58,404,Wheat
15,45,66,393,Barley
18,95,36,358,chile
23,231,77,399,Rice
16,68,80,513,Tomato
21,91,53,421,Wheat
24,49,66,426,Barley
22,115,40,323,chile
26,230,75,405,Rice
15,84,76,525,Tomato
23,32,55,447,Wheat
9,48,68,421,Barley
24,94,32,361,chile
24,243,62,420,Rice
14,65,88,490,Tomato
22,51,58,430,Wheat
16,46,64,412,Barley
19,99,30,348,chile
24,206,75,385,Rice
16,60,77,533,Tomato
22,54,51,408,Wheat
11,41,60,428,Barley
18,106,40,377,chile
22,236,64,384,Rice
14,141,88,543,Tomato
24,93,57,443,Wheat
10,44,64,385,Barley
19,85,30,343,chile
24,204,69,416,Rice
13,109,86,556,Tomato
